OAI,015_1,02X_1,1XX_1,245_1,250_1,26X_1,publication_year_1,300_1,pages_1,format_1,4X0_1,787_1,bl_language_1,015_2,02X_2,1XX_2,245_2,250_2,26X_2,publication_year_2,300_2,pages_2,format_2,4X0_2,787_2,bl_language_2,typ_duplicity
caslin.SKC01-003300128 caslin.SKC01-003624412,,,"$aVasil'jev, Ivan Afanas'jevič, $d1924-1994 $7jx20071128085",$aJa ljublju etu zemlju /,,"$aMoskva : $bSov. Rossija, $c1977",1977,$a222 s.,222,BOOKS,,,rus,,,"$6880-01 $aVasil'jev, Ivan Afanas'jevič, $d1924-1994 $7jx20071128085",$aJa ljublju etu zemlju : $bChudožestvenno-publicističeskije očerki /,,"$aMoskva : $bSovetskaja Rossija, $c1977",1977,$a224 s.,224,BOOKS,,,rus,probable
caslin.SKC01-001255010 caslin.SKC01-008503362,$acnb002694411,$a80-86704-22-X $q(v knize neuvedeno ; $qbrož.) $z80-85840-61-8,"$aAltman, Jack, $d1938- $7xx0002656",$aJaponsko : $b[průvodce do kapsy /,$a1. české vyd.,"$aBučovice : $bRO-TO-M, $c2003",2003,$a256 s. :,256,BOOKS,$aBerlitz,,cze,,$a80-86704-22-X $q(brož.) :,,$aJaponsko : $b[průvodce do kapsy] /,"$a1. české vyd., dotisk.","$aBučovice : $bRO-TO-M, $c2006",2006,$a256 s. :,256,BOOKS,$aBerlitz,,cze,real
caslin.SKC01-001655363 caslin.SKC01-001715781,,,,$aJedenáct moravských medailérů : $btvorba z let 1975-1985,,"$aBrno : $bMoravská galerie, $c1986",1986,$a1 sv. (nestr.),1,BOOKS,,,cze,,,,$aJedenáct moravských medailérů. Tvorba z let 1975-1985 : $b[Katalog výstavy],$a0,"$aBrno, $c1986",1986,$a1 sv.,1,BOOKS,,,,probable
caslin.SKC01-000360859 caslin.SKC01-006373089,,,"$aParamonov, Anatolij Vasil'jevič $7jx20050603033","$aJevgenij Viktorovič Vučetič, narodnyj chudožnik RSFSR /",,"$aMoskva : $bIskusstvo, $c1952",1952,"$a33 s., obr. příl. :",33,BOOKS,,,rus,,,"$aParamonov, Anatolij Vasil'jevič $7jx20050603033",$aJevgenij Viktorovič Vučetič : $bnarodnyj chudožnik RSFSR /,,"$aMoskva : $bIskusstvo, $c1952",1952,"$a35 s., [5] l. obr. příl.",35,BOOKS,$aMassovaja biblioteka Iskusstvo,,rus,probable
caslin.SKC01-000751785 caslin.SKC01-001557197,,,,$aJežkov kožuštek : $blotyšské ľudové rozprávky /,$a1. vyd.,"$aBratislava : $bMladé letá, $c1983",1983,$a45 s. ;,45,BOOKS,$aDukátiky,,slo,,,,$aJežkov kožuštek : $blotyšské ľudové rozprávky /,$aVyd. 1.,"$aBratislava : $bMladé letá, $c1983",1983,$a46 s. :,46,BOOKS,$aDukátiky,,slo,real
caslin.SKC01-007961713 caslin.SKC01-009382517,,,"$aSladká-Budínská, Jitka, $d1950- $7xx0032335","$aJitka Sladká Budínská : $bporcelán : Galerie Praha, Bratislava, 23.9.-7.10.1988 /",,"$aPraha : $bDílo, podnik Českého fondu výtvarných umění, $c1988",1988,"$a6 nečíslovaných stran, 1 vložený list :",6,BOOKS,,,cze,,$q(brožováno),"$aSladká-Budínská, Jitka, $d1950- $7xx0032335",$aJitka Sladká-Budínská : $bporcelán /,,"$aProstějov : $bMuzeum Prostějovska v Prostějově, $c1988",1988,$a8 nečíslovaných stran :,8,BOOKS,,,cze,probable
caslin.SKC01-006687633 caslin.SKC01-007271765,,,"$aSecundus, Joannes, $d1511-1536 $7mzk2009532922",$aJOANNIS SECVNDI OPERA,,"$aPARISIIS : $bSVMTIBVS SOCIETATIS, $c1748",1748,"$a382 stran, 1 nečíslovaná strana, 1 nečíslovaná obrazová příloha :",382,BOOKS,,,lat,,,"$aSecundus, Joannes, $d1511-1536 $7mzk2009532922",$aJOANNIS SECVNDI OPERA,,"$aPARISIIS : $bSVMTIBVS SOCIETATIS, $c1748",1748,"$a382 stran, 1 nečíslovaná strana ;",382,BOOKS,,,lat,probable
caslin.SKC01-007562334 caslin.SKC01-009119360,,$a0-7619-8923-4 $q(brožováno) $z9780761989233 $$$a0-7619-8922-6 $q(vázáno),"$aSpector, Paul E. $7jo2012714620","$aJob satisfaction : $bapplication, assessment, cause, and consequences /",,"$aThousand Oaks, Calif. ; $aLondon : $bSage, $c1997.",1997,"$aviii, 96 stran :",96,BOOKS,$aAdvanced topics in organizational behavior,,eng,,$a0-7619-8922-6 $$$a0-7619-8923-4 $q(pbk.),"$aSpector, Paul E. $7jo2012714620","$aJob satisfaction : $bapplication, assessment, cause, and consequences /",,"$aThousand Oaks : $bSage, $c1997",1997,"$aviii, 96 s.",96,BOOKS,$aAdvanced topics in organizational behavior,,eng,real
caslin.SKC01-006688109 caslin.SKC01-006345394,,,"$aMassillon, Jean Baptiste, $d1663-1742 $7jn19990005470","$aJohann Baptist Massillon, Königl. Hofpredigers und Bischofs zu Clermont Predigten : $bwelche vor dem Könige in Frankreich Ludwig dem Funfzehnten gehalten worden. Aus dem Französischen übersetzt. $nAchter Theil, $pOder der Festpredigten Dritter Theil",,"$aPrag : $bverlegts Georg Conrad Walther, $c1756",1756,"$a4 nečíslované strany, 412 stran ;",412,BOOKS,,"$iPřívazek 1. k: $aMassillon, Jean Baptiste. $tJohann Baptist Massillon ... Predigten. Theil 7. $dDresden : verlegts Georg Conrad Walther, 1756",ger,,,"$aMassillon, Jean Baptiste, $d1663-1742 $7jn19990005470","$aJohann Baptist Massillon, Königl. Hofpredigers und Bischofs zu Clermont Predigten, welche vor dem Könige in Frankreich Ludwig dem Funfzehnten gehalten worden : $bAus dem Französischen übersetzt. $nAchter Theil, $pOder der Festpredigten Dritter Theil",,"$aPrag : $bverlegts Georg Conrad Walther, $c1756",1756,"$a[4], 412 s. ;",412,BOOKS,,"$iPřívazek 1. k: $aMassillon, Jean Baptiste. $tJohann Baptist Massillon ... Predigten. Theil 7. $dDresden : verlegts Georg Conrad Walther, 1756",ger,convolut
caslin.SKC01-009489532 caslin.SKC01-009738258,,,"$aBíbr, Josef, $d1931-1992 $7mzk2013786720","$aJosef Bíbr : $bobrazy, užitá grafika : Kulturní dům Kojetín, 1.-24. května 1981 /",,"$aPřerov : $bOkresní kulturní středisko v Přerově : $bOkresní vlastivědné muzeum J.A. Komenského v Přerově ; $aKojetín : $bOsvětová beseda v Kojetíně, $c1981",1981,$a14 nečíslovaných stran :,14,BOOKS,,,cze,,,"$aBíbr, Josef, $d1931-1992 $7mzk2013786720","$aJosef Bíbr : $bobrazy, užitá grafika : Kulturní dům Kojetín 1. - 24. května 1981 /",,"$aV Přerově : $bOkresní kulturní středisko, $c1981",1981,"$a[12] s., [1] l. obr. příl. :",12,BOOKS,,,cze,probable
caslin.SKC01-006597116 caslin.SKC01-006434533,,,"$aHeumen, Jan van, $d-1673",$aJOSEPH SOMNIANS : $bCOMPLECTENS FALSAS VARIORUM IMAGINATIONES /,$aEditio secunda,"$aAntuerpiae : $bSumpt. Engelberti Gymnici, $c1663",1663,"$a[62], 599, [8] s. ;",599,BOOKS,,"$iPřívazek 1.: $aHeumen, Jan van. $tJOSEPH ACCRESCENS DOCENS CONVERSIONEM PECCATORIS AD JUSTITIAM. $dAntuerpiae : Sumpt. Engelberti Gymnici, 1663",lat,,,"$aHeumen, Jan van, $d-1673",$aJOSEPH SOMNIANS COMPLECTENS FALSAS VARIORUM IMAGINATIONES /,$aEDITIO SECUNDA,"$aAntuerpiae : $bSumpt. Engelberti Gymnici, $c1663",1663,"$a[64], 599, [8] s. ;",599,BOOKS,,,lat,convolut
nkp.STT01-000063464 nkp.STT01-000175869,,,,"$aJournal Du Siege De Mons, Contenant tout ce qui s'est passé dans l'Armée de France","$aSe vend à Liege, chez Henri Streel, Libraire","$aA Lille : $bChez François Fievet, Marchand Libraire et Imprimeur, $c1691",1691,$a60 s. ;,60,BOOKS,,,fre,,,,$aJOURNAL DU SIEGE DE MONS : $bContenant tout ce qui s'est passé dans l'Armée de France,,"$aA LILLE : $bChez François Fievet, Marchand Libraire & Imprimeur, $c1691 $$$aSe vend à LIEGE : $bchez HENRI STREEL, Libraire",1691,$a60 stran ;,60,BOOKS,,"$iPřívazek 7. k: $tLA FRANCE CALOMNIATRICE OU REPONSE AU MEMOIRE. $dA COLOGNE, 1690 $wstt20170175798",fre,convolut
caslin.SKC01-007046018 caslin.SKC01-003365069,,,"$aBijelić, Jovan, $d1886-",$aJovan Bijelić : $bretrospektivna izložba : slika 1912-1964 /,,$aBeograd : $bMuzej savremene umetnosti $c1968,1968,$aca 120 s. :,120,BOOKS,,,fre,,,$aMuzej savremene umetnosti (Beograd),$aJovan Bijelić : $bretrospektivna izložba : slika 1912-1964 /,,"$aBeograd : $bMuzej savremene umetnosti (Beograd), $c1968",1968,$aca 120 s. :,120,BOOKS,,,fre,probable
caslin.SKC01-002959759 caslin.SKC01-005743106,,,,$aJózef Ignacy Kraszewski /,,"$aWarszawa : $bPaństwowe Zakłady Wydawnictw Szkolnych, $c1962",1962,$a324 s. :,324,BOOKS,$aBiblioteka Polonistyki,,pol,,,,$aJózef Ignacy Kraszewski /,,"$aWarszawa : $bPaństwowe Zakłady Wydawnictw Szkolnych, $c1962",1962,$a323 s. :,323,BOOKS,$aBiblioteka Polonistyki,,pol,probable
caslin.SKC01-001507002 caslin.SKC01-005774506,,,,$aJúlius Barč-Ivan : $b1909-1953 : súbor 15 fotopohľadníc /,,"$aMartin : $bMatica slovenská, $c1979",1979,$a9 s. :,9,BOOKS,$aEdícia: Metodika a propagácia. Séria: Fotosúbory,,slo,,,,$aJúlius Barč-Ivan 1909-1953 : $bSúbor 15 fotopohľadníc /,,"$aMartin : $bMatica slovenská, $c1979",1979,$a9 s. :,9,BOOKS,,,slo,probable
caslin.SKC01-002018290 caslin.SKC01-005769228,,,"$6880-01 $aIvanova, Tat'jana Aleksandrovna",$aJunost' Lermontova /,,"$aMoskva : $bSovetskij pisatel', $c1957",1957,$a360 s. :,360,BOOKS,,,rus,,,"$aIvanova, Tat'jana Aleksandrovna",$aJunost' Lermontova /,,"$aMoskva : $bSovetskij pisatel', $c1957",1957,"$a357 s., [8] l. obr. příl.",357,BOOKS,,,rus,probable
caslin.SKC01-001987839 caslin.SKC01-004060112,,,"$6880-01 $aGorbatov, Boris Leont‘jevič, $d1908-1954 $7jn20000602088",$aJunost' otcov ; $bOdna noč' ; Zakon zimovki : P'jesy /,,"$aMoskva : $bIskusstvo, $c1964",1964,$a295 s. :,295,BOOKS,,,rus,,,"$aGorbatov, Boris Leont‘jevič, $d1908-1954 $7jn20000602088",$aJunost' otcov ; $bOdna noč' ; Zakon zimovki ; P'jesy /,,"$aMoskva : $bIskusstvo, $c1964",1964,"$a293 s., příl. :",293,BOOKS,,,rus,probable
nkp.STT01-000030398 nkp.STT01-000035360,,,,$aJura primaeva Moraviae /,,"$aBrunae : $btypis Neumannianis, factore Joanne Nep. Schreiner, $c1781",1781,"$a121, [1] s. ;",121,BOOKS,,"$iPřívazek 3. k: $aSteinbach z Kranichsteinu, Otto. $tKleine Geschichte von Mähren $dPrag ; und Wien : bey Johann Ferdinand Edlen von Schönfeld, 1782 $wstt20110030369",lat,,,,$aJura Primaeva Moraviae /,,"$aBrunae : $bTypis Neumannianis, Factore Joanne Nep. Schreiner, $c1781",1781,"$a121 s., [1] obr. příl. :",121,BOOKS,,,lat,convolut
caslin.SKC01-001758217 caslin.SKC01-002700537,,,"$aVolboudt, Pierre",$aKandinsky : $b1896-1921 /,,"$aParis : $bSigbert Mohn, $c1963",1963,$a15 s. il.,15,BOOKS,$aKleine Enzyklopädie der Kunst,,ger,,$q(Brož.),"$aVolboudt, Pierre",$aKandinsky 1896-1921 /,,"$aParis : $bFernand Hazan, $c1963",1963,"$a[14] s., 15 l. obr. příl.",15,BOOKS,$aPetite encyclopédie de l'art ; $v51,,fre,distinct
caslin.SKC01-002479265 caslin.SKC01-004306106,,,"$aKollár, Dezider, $d1931- $7jx20071203004",$aKarmannyj slovacko-russkij slovar' : $b9800 slov /,"$a3., stereotipnoje izdanije","$aMoskva : $bSovetskaja enciklopedija, $c1967",1967,$a416 s. ;,416,BOOKS,,,slo,,,"$aKollár, Dezider, $d1931- $7jx20071203004",$aKarmannyj slovacko-russkij slovar´. 9800 slov /,"$a3., stereotip. izd.,","$aMoskva : $bSov. enciklopedija, $c1967",1967,$a416 s.,416,BOOKS,,,rus,probable
caslin.SKC01-004078181 caslin.SKC01-009563253,,,"$aMayer, Anton","$aKartographische Denkmäler der Sudetenländer $nVIII., $pMittelalterliche Weltkarten aus Olmütz /",,"$aPrag : $bKommissionsverlag K. André, $c1932",1932,"$a1 atlas (7 s. textu, 2 listy mapy) ;",7,MAPS,,,ger,,,"$aMayer, Anton","$aKartographische Denkmäler der Sudetenländer. $nVIII., $pMittelalterliche Weltkarten aus Olmütz /",,"$aPrag : $bKommissionsverlag K. André, $c1932",1932,"$a7 stran, 2 listy obrazová příloha :",7,MAPS,,,ger,probable
caslin.SKC01-004206677 caslin.SKC01-004442573,,,"$aZabelin, Igor‘ Michajlovič, $d1927-1986 $7mzk2014804035","$aKazachskaja SSR : $bkratkije svedenija o prirode, naselenii, chozjajstve /",,"$aMoskva : $bGeografiz, $c1958",1958,$a79 s.,79,BOOKS,,,rus,,,"$6880-01 $aZabelin, Igor‘ Michajlovič, $d1927-1986 $7mzk2014804035","$aKazachskaja SSR : $bKratkije svedenija o prirode, naselenii, chozjajstve /",,"$aMoskva : $bGeografgiz, $c1958",1958,"$a80 s., [2] l. il. a mp.",80,BOOKS,,,rus,probable
caslin.SKC01-002517715 caslin.SKC01-004443623,,,"$aZakrevs‘ka, Jaroslava Vasylìvna, $d1931-1999 $7js20211098217",$aKazky Ivana Franka : $b(Movno-chudožnij analiz) /,,"$aKyjiv : $bNaukova dumka, $c1966",1966,$a105 s.,105,BOOKS,,,ukr,,,"$6880-01 $aZakrevs‘ka, Jaroslava Vasylìvna, $d1931-1999 $7js20211098217",$aKazky Ìvana Franka : $b(Movno-chudožnìj analìz) /,,"$aKyjiv : $bNaukova dumka, $c1966",1966,$a108 s.,108,BOOKS,,,ukr,probable
caslin.SKC01-001521105 caslin.SKC01-001656325,,,"$aCapenko, G. M.",$aK.I. Čukovskij : $bUkazatel' perevodov /,,"$aMoskva : $bVsesojuz. gos. biblioteka inostr. literatury, $c1982",1982,$a44 s. :,44,BOOKS,,,rus,,,"$aCapenko, G. M.",$aK. I. Čukovskij : $bukazatel' perevodov /,,"$aMoskva : $bVses. gosud. bibl. inostr. lit., $c1982",1982,$a43 s.,43,BOOKS,,,rus,probable
caslin.SKC01-004435308 caslin.SKC01-006313081,,,"$6880-01 $aVodolazskij, Anatolij Feodosijevič",$aK istorii bor'by V.I. Lenina za kollektivnost' partijnogo rukovodstva /,,"$aTaškent : $bGosizdat UzSSR, $c1962",1962,$a383 s.,383,BOOKS,,,rus,,,"$aVodolazskij, Anatolij Feodosijevič",$aK istorii bor'by V.I. Lenina za kollektivnost' partijnogo rukovodstva /,,"$aTaškent : $bGosudarstvennoje izdatel'stvo UzSSR, $c1962",1962,$a380 s.,380,BOOKS,,,rus,probable
caslin.SKC01-000201740 caslin.SKC01-002106133,,,,$aKlassičeskaja literatura v izdanijach dlja škol'nikov V-X klassov 1947-1952 : $bRekomendatel'nyj ukazatel' dlja bibliotekarej i pedagogov,,"$aMoskva : $bDetgiz, $c1953",1953,$a166 s.,166,BOOKS,,,rus,,,,$aKlassičeskaja literatura v izdanijach dlja škol'nikov V-X klassov : $b1947-1952 : Rekomendatel'nyj ukazatel' dlja bibliotekarej i pedagogov /,,"$aMoskva : $bDetgiz, $c1953",1953,$a168 s.,168,BOOKS,,,rus,probable
caslin.SKC01-003619526 caslin.SKC01-005768993,,,"$6880-01 $aTolstoj, Aleksej Konstantinovič, $d1817-1875 $7jn19990210620",$aKnjaz' Serebrjanyj : $bPovest' vremen Ioanna Groznogo /,,"$aMoskva : $bChudožestvennaja literatura, $c1966",1966,$a380 s. :,380,BOOKS,$aBiblioteka istoričeskogo romana,,rus,,,"$aTolstoj, Aleksej Konstantinovič, $d1817-1875 $7jn19990210620",$aKnjaz' Serebrjanyj : $bpovest' vremen Ioanna Groznogo /,,"$aMoskva : $bChudožestvennaja literatura, $c1966",1966,$a377 s. :,377,BOOKS,$aBiblioteka istoričeskogo romana,,rus,probable
caslin.SKC01-002493718 caslin.SKC01-003676840,,,"$aRusanova, I. P.",$aKodyn-slavjanskije poselenija V-VIII vv. na r. Prut /,,"$aMoskva : $bNauka, $c1984",1984,$a85 s. :,85,BOOKS,,,rus,,,"$aRusanova, I. P.",$aKodyn - slavjanskije poselenija 5-8 vv. na r. Prut /,,"$aMoskva : $bNauka, $c1984.",1984,"$a85 s., [1] příl. :",85,BOOKS,,,rus,probable
caslin.SKC01-003373454 caslin.SKC01-007789915,,,"$aStaub, Hermann, $d1856-1904 $7mub2010577606",$aKommentar zum allgemeinen deutschen Handelsgesetzbuch. $nZweiter Band /,$a2. Aufl. der österreichischen Ausgabe,"$aWien : $bManzsche k. u. k. Hof-Verlags- und Universitäts-Buchhandlung, $c1910.",1910,$a694 s.,694,BOOKS,,,ger,,,,$aKommentar zum Allgemeinen Deutschen Handelsgesetzbuch. $nZweiter Band /,$a2. Aufl. der österreichischen Ausgabe,"$aWien : $bManzsche k. u. k. Hof-Verlags- und Universitäts-Buchhandlung, $c1910.",1910,$a694 s.,694,BOOKS,,,ger,real
caslin.SKC01-000703294 caslin.SKC01-009484555,,,"$aBalaščák, Juraj",$aKomplexný program veterinárnej starostlivosti v chovoch malých prežúvavcov (ovce-kozy) /,$a1. vyd.,"$aBratislava : $bÚstav veterinár. informácií a osvety, $c1988",1988,$a100 s. ;,100,BOOKS,,,slo,,,"$aBalaščák, Juraj",$aKomplexný program veterinárnej starostlivosti v chovoch malých prežúvavcov : $b(ovce - kozy) /,$a1. vyd.,"$aBratislava : $bÚstav veterinárnych informácií a osvety, $c1988",1988,$a100 s.,100,BOOKS,,,und,probable
caslin.SKC01-002740973 caslin.SKC01-001242817,,,"$aHiroshi, $dToda",$aKompozicionnyje metody v teorii gomotopičeskich grupp sfer /,,"$aMoskva : $bNauka, $c1982",1982,$a220 s.,220,BOOKS,,,rus,,,"$aToda, Hiroshi",$aKompozicionnyje metody v teorii gomotopičeskich grupp sfer /,,"$aMoskva : $bNauka, $c1982",1982,$a220 s. :,220,BOOKS,,,rus,probable
caslin.SKC01-002109963 caslin.SKC01-000210265,,,,"$aKonferencija izdatel'stv socialističeskich stran : $bLejpzig, Aprel' 1957",,"$aMoskva : $bIskusstvo, $c1958",1958,$a272 s.,272,BOOKS,,,rus,,,,$aKonferencija izdatel'stv socialističeskich stran : $bLeipzig - aprel' 1957,,"$aMoskva : $bIskusstvo, $c1958",1958,$a270 s.,270,BOOKS,,,rus,probable
caslin.SKC01-002679707 caslin.SKC01-003105763,,,"$aHirszowicz, Maria",$aKonfrontacje socjologiczne - marksizm i socjologia wspołczesna /,,"$aWarszawa : $bKsiążka i Wiedza, $c1964",1964,$a422 s.,422,BOOKS,,,pol,,,"$aHirszowicz, Maria.",$aKonfrontacje socjologiczne : $bmarksizm i socjologia współczesna /,$aWyd. 1.,"$aWarszawa : $bKsiążka i Wiedza, $c1964",1964,$a422 s.,422,BOOKS,,,pol,probable
svkpk.PNA01-000456413 svkpk.PNA01-000522118,,,"$aHorčický z Tepence, Jakub, $d1575-1622 $7xx0062233","$aKonffessý Katholická, totiž, Wyznánij prawé Wijry Křestianské wsseobecnj, o Nadegi, o Lásce, o Sprawedlnosti Křestianské, o Cýrkwj Swaté, k tomu o Swátostech a o giných Cýrkwe Swaté Ržádijch a Kostelnijch Ceremonyjch /",,"$aWytisstěná w starém Městě Pražském : $bv Kasspara Kargezya, $c1609",1609,"$a[54], 374, [51] s. ;",374,BOOKS,,,cze,,,"$aHorčický z Tepence, Jakub, $d1575-1622 $7xx0062233","$aKonffessý Katholická, totiž, Wyznánij prawé Wijry Křestianské wsseobecnj, o Nadegi, o Lásce, o Sprawedlnosti Křestianské, o Cýrkwj Swaté, k tomu o Swátostech a o giných Cýrkwe Swaté Ržádijch a Kostelnijch Ceremonyjch /",,"$aWytisstěná w starém Městě Pražském : $bv Kasspara Kargezya, $c1609",1609,"$a[54], 374, [51] s.",374,BOOKS,,,cze,probable
caslin.SKC01-003388624 caslin.SKC01-005463478,,,"$aBeer, Doris","$aKonturen einer neuen Beschäftigungspolitik in Russland, der Ukraine und Weissrussland /",,"$aKöln : $bBundesinstitut für ostwissenschaftliche und internationale Studien, $c1993",1993,$a51 s.,51,BOOKS,$aBerichte des Bundesinstituts für ostwissenschaftliche und internationale Studien ; $v11/1993,,ger,,$q(Brož.),"$aBeer, Doris","$aKonturen einer neuen Beschäftigungspolitik in Rußland, der Ukraine und Weißrußland /",,"$aKöln : $bBundesinstitut für ostwissenschaftliche und internationale Studien, $c1993",1993,$a51 s.,51,BOOKS,$aBerichte des Bundesinstitut für ostwissenschaftliche und internationale Studien ; $v11/1993,,ger,real
caslin.SKC01-002667083 caslin.SKC01-008368479,,,"$aSehn, Jan",$aKonzentrationslager Oswiecim-Brzezinka : $b(Auschwitz-Birkenau) /,,"$aWarszawa : $bWydawnictwo Prawnicze, $c1957",1957,$a190 s. :,190,BOOKS,,,ger,,,"$aSehn, Jan",$aKonzentrationslager Oświęcim-Brzezinka (Auschwitz-Birkenau) /,,"$aWarszawa : $bWydawnictwo Prawnicze, $c1957",1957,"$a193 s., [3] l. obr. příl. :",193,BOOKS,,,ger,probable
caslin.SKC01-000320293 caslin.SKC01-003966905,,,"$aOvsjannikov, Oleg Vladimirovič",$aKopor'je : $bIstoriko-architekturnyj očerk /,,"$aLeningrad : $bLenizdat, $c1976",1976,$a117 s. :,117,BOOKS,,,rus,,,"$6880-01 $aOvsjannikov, Oleg Vladimirovič",$aKopor'je : $bIstoriko-architekturnyj očerk /,,"$aLeningrad : $bLenizdat, $c1976",1976,$a120 s. :,120,BOOKS,,,rus,probable
caslin.SKC01-000770096 caslin.SKC01-006634898,,,"$aHvizdošová, Oľga",$aKrajský súd v Bratislave : $bTlačové spisy 1924-1943 : Katalóg. $n3. [Zv.] /,,"$aBratislava : $bSlovenská archívna správa, $c1969",1969,$aS. 899-1285 ;,1285,BOOKS,$aInventáre a katalógy fondov štátnych archívov na Slovensku. Čís. 22/3,,slo,,,"$aHvizdošová, Olga",$aKrajský súd v Bratislave : $btlačové spisy 1924 - 1943 : katalóg / $n3.,,"$aBratislava : $bSlovenská archívna správa, $c1969",1969,$as. 899-1283.,1283,BOOKS,$aInventáre a katalógy fondov štátnych archívov na Slovensku ; $v22/3,,slo,real
caslin.SKC01-000261537 caslin.SKC01-002009648,,,"$aGembala, Halina",$aKrakowskie teatry dramatyczne w XXX-leciu PRL /,$a1. wyd.,"$aWarszawa : $bPaństw. Wydaw. Nauk., $c1975",1975,$a27 s.,27,BOOKS,$aNauka dla wszystkich ; $vNr. 249,,pol,,,"$aGembala, Halina",$aKrakowskie teatry dramatyczne w XXX-leciu PRL /,,"$aWarszawa ; $aKraków : $bPaństwowe Wydaw. Naukowe, $c1975",1975,$a28 s.,28,BOOKS,$aNauka dla wszystkich ; $vNr 249,,pol,real
caslin.SKC01-005363673 caslin.SKC01-000825010,,$q(Váz.),"$aPauliny, Eugen, $d1912-1983 $7jn19990006404",$aKrátka gramatika slovenská /,$a1. vyd.,"$aBratislava : $bSlov. pedagog. nakl., $c1960",1960,$a194 s. ;,194,BOOKS,,,slo,,,"$aPauliny, Eugen, $d1912-1983 $7jn19990006404",$aKrátka gramatika slovenská /,$a1. vyd.,"$aBratislava : $bSlovenské pedagogické nakladateľstvo, $c1960",1960,$a191 s. ;,191,BOOKS,,,slo,probable
caslin.SKC01-000219364 caslin.SKC01-006583673,,,,$aKratkij topografo-geodezičeskij slovar-spravočnik /,,"$aMoskva : $bNedra, $c1968",1968,$a220 s.,220,BOOKS,,,rus,,,"$aKuz'min, B.S.",$aKratkij topografogeodezičeskij slovar'-spravočnik /,,"$aMoskva : $bNedra, $c1968",1968,"$a220 s. : obr., tab.",220,BOOKS,,,rus,probable
caslin.SKC01-008988321 caslin.SKC01-008988322,$zcnb003266858,,"$aVránová, Markéta $7jx20050520038",$aKratochvilné vystřihovánky : $b46 /,,"$aÚpice : $bPetr Vrána, $c[2015]",2015,$a1 vystřihovánka (6 listů) :,6,VISUAL_DOCUMENTS,,,cze,$zcnb003266860,,"$aVránová, Markéta $7jx20050520038",$aKratochvilné vystřihovánky : $b47 /,,"$aÚpice : $bPetr Vrána, $c[2015]",2015,$a1 vystřihovánka (6 listů) :,6,VISUAL_DOCUMENTS,,,cze,distinct
svkpk.PNA01-000763858 svkpk.PNA01-000747507,,,"$aRanda, Antonín, $d1834-1914 $7jk01102034",$aK revisi rak. všeob. občanského zákonníka /,,"$aV Praze : $bPrávník, $c1911",1911,$a9 s.,9,BOOKS,,,cze,,,"$aRanda, Antonín, $d1834-1914 $7jk01102034",$aK revisi rak. všeob. občanského zákonníka /,,"$aV Praze : $bnákladem vlastním, $c[1911]",1911,$a11 stran,11,BOOKS,,,cze,probable
caslin.SKC01-000160561 caslin.SKC01-002969033,,,"$aLenin, Vladimir Il‘jič, $d1870-1924 $7jn19981001737","$aKrok vpered, dva kroky nazad : $bKryza v našij partiji /",,"$aKyjiv : $bDerž. vyd. polit. literatury URSR, $c1953",1953,$a203 s.,203,BOOKS,,,ukr,,,"$6880-01 $aLenin, Vladimir Il‘jič, $d1870-1924 $7jn19981001737","$aKrok vpered, dva kroky nazad : $b(Kryza v našìj partìji) /",,"$aKyjiv : $bDeržpolìtvydav URSR, $c1953",1953,$a204 s.,204,BOOKS,,,ukr,probable
